Transaction Date,Invoice ID,Customer,Product,Quantity,Unit Price (GBP),Revenue (GBP),Cost (GBP),Gross Profit (GBP),Gross Margin %,Location / Region,Sales Rep,Payment Terms,Order Status,Delivery Date,Lead Time (Days)
2023-11-08,INV-11048,Northgate Engineering Ltd,Industrial Pumps,16,580.94,9295.07,5562.09,3732.98,40.16,North,James Whitfield,Net 60,Completed,2023-11-26,18
2023-11-08,SO-10545,BritOil Downstream Services,Valve Assemblies,43,409.58,17611.78,10020.24,7591.54,43.1,Scotland,Raj Patel,Net 30,Completed,2023-11-19,11
2023-11-09,INV-11327,TechCore Manufacturing,Hydraulic Fittings,28,228.64,6401.91,3237.86,3164.05,49.42,Hamburg,Emma Thornton,Net 45,Refunded,2023-11-12,3
2023-11-09,SO-10919,Pacific Offshore GmbH,Industrial Pumps,17,667.06,11339.96,6096.79,5243.17,46.24,Germany,Claire Morrison,Net 60,Completed,2023-11-22,13
2023-11-09,SO-10694,BritOil Downstream Services,Seals & Gaskets,94,183.3,17230.31,9613.32,7616.99,44.21,Scotland,Emma Thornton,Net 30,Completed,2023-11-28,19
2023-11-10,PO-11421,Northgate Engineering Ltd,Seals & Gaskets,81,163.92,13277.59,7311.39,5966.2,44.93,North,Emma Thornton,Net 45,Completed,2023-11-16,6
2023-11-10,SO-10331,Valor Industrial Partners,Hydraulic Fittings,36,112.24,4040.6,2400.12,1640.48,40.6,North,Raj Patel,Immediate,Completed,2023-11-23,13
2023-11-13,SO-11960,Northgate Engineering Ltd,Seals & Gaskets,79,193.24,15266.11,7640.36,7625.75,49.95,North,Emma Thornton,Net 30,Refunded,2023-11-27,14
2023-11-13,SO-11694,Pacific Offshore GmbH,Seals & Gaskets,24,118.48,2843.46,1522.9,1320.56,46.44,Germany,David Liang,Immediate,Completed,2023-11-26,13
2023-11-15,SO-11653,Pacific Offshore GmbH,Valve Assemblies,44,145.13,6385.85,4067.23,2318.62,36.31,Germany,David Liang,Net 45,Refunded,2023-12-01,16
2023-11-16,INV-11330,Northgate Engineering Ltd,Industrial Pumps,18,657.88,11841.77,7136.34,4705.43,39.74,North,Emma Thornton,Net 30,Completed,2023-12-05,19
2023-11-16,SO-11670,BritOil Downstream Services,Industrial Pumps,80,361.78,28942.66,17617.7,11324.96,39.13,London,Emma Thornton,Net 30,Completed,2023-11-19,3
2023-11-17,PO-11832,BritOil Downstream Services,Seals & Gaskets,57,161.71,9217.21,5564.81,3652.4,39.63,Scotland,Claire Morrison,Net 30,Completed,2023-11-18,1
2023-11-20,INV-11777,Apex Fluid Systems,Industrial Pumps,33,550.33,18160.96,9665.4,8495.56,46.78,Midlands,Emma Thornton,Immediate,Completed,2023-12-08,18
2023-11-20,PO-11534,TechCore Manufacturing,Maintenance Kits,11,338.7,3725.67,3734.42,-8.75,-0.23,South,Raj Patel,Net 30,Completed,2023-11-28,8
2023-11-21,INV-10769,Pacific Offshore GmbH,Seals & Gaskets,34,71.82,2441.99,1391.94,1050.05,43.0,Germany,Claire Morrison,Net 30,Completed,2023-11-28,7
2023-11-24,INV-10577,Pacific Offshore GmbH,Maintenance Kits,6,207.65,1245.9,742.39,503.51,40.41,Germany,Claire Morrison,Immediate,Completed,2023-12-12,18
2023-11-27,INV-10965,Apex Fluid Systems,Compressor Units,8,2535.22,20281.79,12085.64,8196.15,40.41,Midlands,James Whitfield,Immediate,Refunded,2023-12-04,7
2023-11-29,SO-10613,Northgate Engineering Ltd,Industrial Pumps,41,355.06,14557.39,9239.25,5318.14,36.53,London,Claire Morrison,Net 30,Completed,2023-12-06,7
2023-11-29,INV-10384,Pacific Offshore GmbH,Seals & Gaskets,19,204.29,3881.59,2096.18,1785.41,46.0,Germany,Claire Morrison,Net 30,Completed,2023-11-30,1
2023-11-30,PO-10500,Northgate Engineering Ltd,Industrial Pumps,68,699.82,47588.04,25270.74,22317.3,46.9,North,Sarah Okonkwo,Net 45,Completed,2023-12-20,20
2023-11-30,SO-10674,Pacific Offshore GmbH,Hydraulic Fittings,15,128.27,1924.09,1069.25,854.84,44.43,Germany,David Liang,Immediate,Completed,2023-12-12,12
2023-12-01,SO-11807,BritOil Downstream Services,Industrial Pumps,26,554.08,14406.0,7914.44,6491.56,45.06,Scotland,Sarah Okonkwo,Net 60,Completed,2023-12-10,9
2023-12-01,PO-11301,Apex Fluid Systems,Seals & Gaskets,20,96.54,1930.7,935.47,995.23,51.55,Midlands,Sarah Okonkwo,Net 30,Completed,2023-12-03,2
2023-12-05,SO-11486,TechCore Manufacturing,Seals & Gaskets,12,190.2,2282.44,1245.97,1036.47,45.41,South,Claire Morrison,Net 60,Completed,2023-12-17,12
2023-12-05,SO-10653,Northgate Engineering Ltd,Seals & Gaskets,16,124.56,1992.9,1145.89,847.01,42.5,North,James Whitfield,Net 30,Completed,2023-12-19,14
2023-12-05,PO-10358,BritOil Downstream Services,Compressor Units,13,1674.64,21770.37,13067.46,8702.91,39.98,Scotland,Raj Patel,Net 30,Completed,2023-12-14,9
2023-12-06,PO-10754,BritOil Downstream Services,Compressor Units,83,1519.68,126133.74,85337.37,40796.37,32.34,Hamburg,Raj Patel,Immediate,Completed,2023-12-07,1
2023-12-06,PO-11559,BritOil Downstream Services,Industrial Pumps,13,677.18,8803.31,9120.11,-316.8,-3.6,Scotland,Raj Patel,Net 30,Completed,2023-12-25,19
2023-12-07,PO-11185,BritOil Downstream Services,Maintenance Kits,77,357.42,27521.56,27332.85,188.71,0.69,Hamburg,Claire Morrison,Net 45,Completed,2023-12-21,14
2023-12-07,SO-10429,Pacific Offshore GmbH,Seals & Gaskets,19,197.17,3746.17,2065.71,1680.46,44.86,Germany,Sarah Okonkwo,Net 30,Completed,2023-12-13,6
2023-12-07,SO-11675,Apex Fluid Systems,Industrial Pumps,13,369.04,4797.53,2922.86,1874.67,39.08,Midlands,Sarah Okonkwo,Net 45,Completed,2023-12-15,8
2023-12-07,PO-10844,Northgate Engineering Ltd,Hydraulic Fittings,30,131.69,3950.85,4242.4,-291.55,-7.38,North,James Whitfield,Net 60,Completed,2023-12-24,17
2023-12-07,SO-10186,Northgate Engineering Ltd,Industrial Pumps,72,651.99,46943.15,29941.72,17001.43,36.22,North,Claire Morrison,Net 60,Completed,2023-12-27,20
2023-12-08,PO-10234,Meridian Process Group,Industrial Pumps,17,354.96,6034.33,3390.25,2644.08,43.82,Wales,Raj Patel,Net 60,Completed,2023-12-18,10
2023-12-08,SO-10664,Northgate Engineering Ltd,Hydraulic Fittings,114,122.55,13971.27,8200.2,5771.07,41.31,North,Sarah Okonkwo,Immediate,Completed,2023-12-17,9
2023-12-11,INV-11461,Pacific Offshore GmbH,Compressor Units,28,1903.66,53302.36,31671.42,21630.94,40.58,Germany,David Liang,Net 60,Partially Returned,2023-12-15,4
2023-12-11,INV-10985,TechCore Manufacturing,Industrial Pumps,30,682.5,20475.02,12394.04,8080.98,39.47,South,David Liang,Net 45,Completed,2023-12-15,4
2023-12-12,INV-10820,TechCore Manufacturing,Valve Assemblies,36,411.3,14806.78,8701.1,6105.68,41.24,Hamburg,Emma Thornton,Net 30,Completed,2023-12-19,7
2023-12-13,SO-11271,BritOil Downstream Services,Seals & Gaskets,97,179.51,17412.87,9961.8,7451.07,42.79,Scotland,David Liang,Net 30,Completed,2023-12-18,5
2023-12-13,PO-10484,TechCore Manufacturing,Hydraulic Fittings,36,174.45,6280.21,3646.72,2633.49,41.93,South,Raj Patel,Net 45,Completed,2023-12-28,15
2023-12-14,SO-11990,BritOil Downstream Services,Maintenance Kits,30,305.81,9174.25,5315.66,3858.59,42.06,Scotland,Claire Morrison,Net 45,Completed,2023-12-31,17
2023-12-14,PO-10062,Northgate Engineering Ltd,Compressor Units,41,2383.98,97743.09,62428.41,35314.68,36.13,Hamburg,Emma Thornton,Net 30,Completed,2023-12-22,8
2023-12-15,INV-11308,Apex Fluid Systems,Seals & Gaskets,44,109.71,4827.06,2601.41,2225.65,46.11,Sheffield,James Whitfield,Net 60,Completed,2023-12-27,12
2023-12-20,PO-12005,Northgate Engineering Ltd,Seals & Gaskets,30,179.99,5399.7,3220.09,2179.61,40.37,North,James Whitfield,Net 30,Completed,2023-12-25,5
2023-12-20,SO-11618,Northgate Engineering Ltd,Hydraulic Fittings,38,95.01,3610.21,2026.52,1583.69,43.87,North,David Liang,Net 45,Completed,2024-01-07,18
2023-12-21,PO-11099,TechCore Manufacturing,Industrial Pumps,16,670.06,10720.89,6111.57,4609.32,42.99,South,Raj Patel,Immediate,Completed,2023-12-23,2
2023-12-22,INV-10757,Northgate Engineering Ltd,Maintenance Kits,35,353.18,12361.34,7763.82,4597.52,37.19,North,Emma Thornton,Net 30,Completed,2024-01-03,12
2023-12-25,INV-11762,Northgate Engineering Ltd,Maintenance Kits,40,346.43,13857.27,8811.11,5046.16,36.42,North,Sarah Okonkwo,Net 30,Completed,2023-12-29,4
2023-12-26,PO-11196,Pacific Offshore GmbH,Seals & Gaskets,22,120.06,2641.26,1360.49,1280.77,48.49,Germany,Claire Morrison,Net 30,Completed,2024-01-11,16
2023-12-27,PO-10644,BritOil Downstream Services,Hydraulic Fittings,73,78.11,5702.1,3698.98,2003.12,35.13,Scotland,James Whitfield,Net 30,Completed,2024-01-12,16
2023-12-27,SO-10911,BritOil Downstream Services,Maintenance Kits,67,304.98,20433.77,12571.6,7862.17,38.48,Sheffield,Sarah Okonkwo,Net 30,Completed,2024-01-07,11
2023-12-28,PO-10192,TechCore Manufacturing,Maintenance Kits,27,172.98,4670.36,2635.46,2034.9,43.57,Inverness,Raj Patel,Immediate,Completed,2024-01-02,5
2023-12-29,PO-10647,Apex Fluid Systems,Maintenance Kits,5,342.37,1711.84,1107.76,604.08,35.29,Midlands,James Whitfield,Net 30,Completed,2024-01-04,6
2024-01-01,SO-10930,Valor Industrial Partners,Maintenance Kits,2,188.73,377.47,241.92,135.55,35.91,North,David Liang,Net 45,Completed,2024-01-15,14
2024-01-01,SO-11200,Apex Fluid Systems,Industrial Pumps,17,286.61,4872.42,2821.63,2050.79,42.09,Midlands,David Liang,Net 45,Refunded,2024-01-15,14
2024-01-02,SO-10874,Northgate Engineering Ltd,Industrial Pumps,66,469.51,30987.53,16247.66,14739.87,47.57,North,David Liang,Net 45,Refunded,2024-01-21,19
2024-01-02,PO-11679,Apex Fluid Systems,Hydraulic Fittings,12,78.6,943.22,596.29,346.93,36.78,Midlands,Raj Patel,Net 30,Completed,2024-01-04,2
2024-01-03,INV-10589,Northgate Engineering Ltd,Industrial Pumps,14,436.89,6116.46,3773.44,2343.02,38.31,North,Claire Morrison,Net 30,Completed,2024-01-21,18
2024-01-03,SO-11837,Pacific Offshore GmbH,Industrial Pumps,44,342.88,15086.76,8025.69,7061.07,46.8,Germany,Sarah Okonkwo,Net 45,Completed,2024-01-19,16
2024-01-03,SO-10552,Apex Fluid Systems,Maintenance Kits,19,214.04,4066.85,2542.22,1524.63,37.49,Manchester,James Whitfield,Immediate,Completed,2024-01-22,19
2024-01-04,INV-11728,Pacific Offshore GmbH,Valve Assemblies,3,383.87,1151.61,644.34,507.27,44.05,Germany,David Liang,Net 30,Completed,2024-01-16,12
2024-01-08,PO-11503,BritOil Downstream Services,Maintenance Kits,41,141.07,5783.76,3881.29,1902.47,32.89,Scotland,James Whitfield,Net 60,Completed,2024-01-28,20
2024-01-08,SO-10898,Northgate Engineering Ltd,Industrial Pumps,81,455.97,36933.84,22808.12,14125.72,38.25,Cardiff,David Liang,Net 30,Completed,2024-01-16,8
2024-01-10,SO-10823,Apex Fluid Systems,Industrial Pumps,30,450.47,13513.95,7652.62,5861.33,43.37,Midlands,Emma Thornton,Net 45,Completed,2024-01-15,5
2024-01-10,SO-10665,Apex Fluid Systems,Seals & Gaskets,21,117.84,2474.74,1358.96,1115.78,45.09,Midlands,Raj Patel,Net 60,Completed,2024-01-29,19
2024-01-11,PO-11034,BritOil Downstream Services,Industrial Pumps,11,341.8,3759.8,2037.99,1721.81,45.8,Scotland,Emma Thornton,Net 45,Completed,2024-01-17,6
2024-01-11,INV-10477,Northgate Engineering Ltd,Seals & Gaskets,89,100.29,8925.48,4880.89,4044.59,45.32,North,Sarah Okonkwo,Immediate,Refunded,2024-01-19,8
2024-01-11,SO-10597,BritOil Downstream Services,Seals & Gaskets,31,106.8,3310.95,1853.67,1457.28,44.01,Scotland,David Liang,Net 45,Refunded,2024-01-14,3
2024-01-12,SO-10483,Meridian Process Group,Maintenance Kits,39,224.84,8768.9,5455.97,3312.93,37.78,Wales,Raj Patel,Net 60,Completed,2024-01-16,4
2024-01-12,PO-10752,Apex Fluid Systems,Compressor Units,3,1543.15,4629.44,2906.96,1722.48,37.21,Inverness,Sarah Okonkwo,Net 30,Completed,2024-01-25,13
2024-01-12,SO-10516,Northgate Engineering Ltd,Maintenance Kits,116,201.58,23383.13,13731.68,9651.45,41.28,Inverness,Raj Patel,Net 30,Completed,2024-01-17,5
2024-01-15,PO-10730,Meridian Process Group,Maintenance Kits,30,122.7,3681.1,2434.32,1246.78,33.87,Wales,Raj Patel,Net 45,Completed,2024-01-25,10
2024-01-16,INV-10836,Meridian Process Group,Valve Assemblies,44,307.06,13510.75,7919.6,5591.15,41.38,Wales,Emma Thornton,Net 60,Completed,2024-01-20,4
2024-01-17,PO-11163,BritOil Downstream Services,Seals & Gaskets,53,48.52,2571.81,1572.16,999.65,38.87,Scotland,Sarah Okonkwo,Net 60,Completed,2024-02-02,16
2024-01-18,SO-10722,Northgate Engineering Ltd,Valve Assemblies,104,219.62,22840.1,14001.8,8838.3,38.7,Sheffield,Raj Patel,Immediate,Refunded,2024-01-29,11
2024-01-18,INV-10206,Pacific Offshore GmbH,Industrial Pumps,18,379.47,6830.4,3793.01,3037.39,44.47,Germany,Sarah Okonkwo,Net 30,Completed,2024-01-19,1
2024-01-18,SO-11253,TechCore Manufacturing,Seals & Gaskets,27,41.31,1115.27,640.68,474.59,42.55,South,Sarah Okonkwo,Net 30,Completed,2024-01-21,3
2024-01-19,PO-11885,Northgate Engineering Ltd,Valve Assemblies,66,379.58,25052.39,15542.95,9509.44,37.96,North,Claire Morrison,Net 45,Completed,2024-02-06,18
2024-01-19,INV-11020,Meridian Process Group,Seals & Gaskets,19,65.62,1246.73,750.25,496.48,39.82,Wales,James Whitfield,Net 30,Completed,2024-02-01,13
2024-01-22,INV-11987,Pacific Offshore GmbH,Hydraulic Fittings,32,100.39,3212.37,1979.4,1232.97,38.38,Sheffield,Emma Thornton,Net 30,Completed,2024-01-26,4
2024-01-22,INV-10537,Apex Fluid Systems,Industrial Pumps,29,469.31,13609.93,7607.44,6002.49,44.1,Midlands,Claire Morrison,Net 45,Completed,2024-02-02,11
2024-01-23,SO-10007,Pacific Offshore GmbH,Industrial Pumps,24,441.62,10598.97,5990.66,4608.31,43.48,Germany,Sarah Okonkwo,Net 30,Completed,2024-01-25,2
2024-01-23,PO-11398,TechCore Manufacturing,Seals & Gaskets,43,147.88,6358.96,3748.15,2610.81,41.06,South,David Liang,Immediate,Completed,2024-01-24,1
2024-01-23,PO-10341,Northgate Engineering Ltd,Compressor Units,117,1094.5,128056.47,82047.75,46008.72,35.93,North,Raj Patel,Net 30,Completed,2024-02-01,9
2024-01-25,SO-11628,Apex Fluid Systems,Compressor Units,8,768.62,6148.98,3732.95,2416.03,39.29,Midlands,James Whitfield,Net 30,Completed,2024-02-14,20
2024-01-26,SO-11219,Meridian Process Group,Seals & Gaskets,22,138.71,3051.51,1590.34,1461.17,47.88,Wales,Raj Patel,Net 30,Completed,2024-02-06,11
2024-02-01,INV-11624,Meridian Process Group,Seals & Gaskets,20,58.94,1178.86,667.88,510.98,43.35,Aberdeen,David Liang,Net 30,Partially Returned,2024-02-19,18
2024-02-01,SO-11842,Valor Industrial Partners,Industrial Pumps,24,365.55,8773.13,4621.28,4151.85,47.32,North,Claire Morrison,Net 45,Completed,2024-02-20,19
2024-02-01,SO-10582,Apex Fluid Systems,Hydraulic Fittings,5,43.04,215.22,125.42,89.8,41.72,Birmingham,Emma Thornton,Net 30,Completed,2024-02-11,10
2024-02-01,PO-10057,Valor Industrial Partners,Industrial Pumps,34,351.04,11935.41,7299.75,4635.66,38.84,North,Emma Thornton,Net 30,Completed,2024-02-11,10
2024-02-02,SO-10173,Apex Fluid Systems,Maintenance Kits,40,176.91,7076.23,3947.3,3128.93,44.22,Midlands,Emma Thornton,Net 30,Completed,2024-02-08,6
2024-02-05,SO-11937,Northgate Engineering Ltd,Maintenance Kits,73,165.15,12055.71,7391.23,4664.48,38.69,North,Emma Thornton,Net 45,Completed,2024-02-06,1
2024-02-05,INV-11227,TechCore Manufacturing,Hydraulic Fittings,18,136.73,2461.22,1341.09,1120.13,45.51,London,Sarah Okonkwo,Net 60,Refunded,2024-02-25,20
2024-02-09,PO-10089,BritOil Downstream Services,Seals & Gaskets,81,98.3,7961.93,4239.75,3722.18,46.75,Scotland,James Whitfield,Net 30,Completed,2024-02-17,8
2024-02-09,PO-10789,BritOil Downstream Services,Industrial Pumps,20,268.98,5379.52,3166.82,2212.7,41.13,Scotland,Raj Patel,Net 30,Completed,2024-02-13,4
2024-02-13,SO-10458,Northgate Engineering Ltd,Hydraulic Fittings,88,75.72,6663.72,3708.55,2955.17,44.35,North,Raj Patel,Net 45,Completed,2024-02-22,9
2024-02-13,INV-11401,Apex Fluid Systems,Industrial Pumps,36,269.39,9698.03,5330.02,4368.01,45.04,Midlands,Sarah Okonkwo,Net 30,Completed,2024-02-19,6
2024-02-13,SO-10817,BritOil Downstream Services,Seals & Gaskets,84,51.97,4365.37,2417.59,1947.78,44.62,Scotland,Claire Morrison,Net 30,Completed,2024-02-18,5
2024-02-14,PO-11511,Pacific Offshore GmbH,Valve Assemblies,42,281.44,11820.37,8025.26,3795.11,32.11,Germany,Raj Patel,Immediate,Completed,2024-02-25,11
2024-02-16,INV-10865,Apex Fluid Systems,Seals & Gaskets,44,109.75,4828.82,2922.86,1905.96,39.47,Inverness,David Liang,Net 30,Refunded,2024-02-27,11
2024-02-16,SO-10899,Northgate Engineering Ltd,Industrial Pumps,100,380.07,38007.4,20456.94,17550.46,46.18,North,David Liang,Net 30,Completed,2024-02-25,9
2024-02-20,INV-10798,Orion Subsea Ltd,Industrial Pumps,28,461.27,12915.53,6939.91,5975.62,46.27,Scotland,Claire Morrison,Net 30,Completed,2024-03-08,17
2024-02-21,SO-10915,Northgate Engineering Ltd,Maintenance Kits,27,95.05,2566.45,1457.06,1109.39,43.23,North,Raj Patel,Net 30,Completed,2024-03-10,18
2024-02-21,PO-10413,BritOil Downstream Services,Industrial Pumps,53,357.72,18959.29,10472.45,8486.84,44.76,Scotland,Raj Patel,Immediate,Completed,2024-02-26,5
2024-02-22,INV-10801,TechCore Manufacturing,Hydraulic Fittings,13,129.96,1689.53,850.54,838.99,49.66,South,David Liang,Net 30,Completed,2024-03-07,14
2024-02-22,SO-11365,Pacific Offshore GmbH,Industrial Pumps,31,386.42,11979.1,7368.2,4610.9,38.49,Germany,Sarah Okonkwo,Net 45,Completed,2024-03-03,10
2024-02-23,INV-10835,BritOil Downstream Services,Industrial Pumps,90,380.01,34200.66,34082.94,117.72,0.34,Scotland,Claire Morrison,Net 45,Partially Returned,2024-03-04,10
2024-02-26,INV-11569,BritOil Downstream Services,Valve Assemblies,42,292.5,12285.14,8254.33,4030.81,32.81,Scotland,James Whitfield,Net 60,Completed,2024-02-28,2
2024-02-28,PO-10998,Meridian Process Group,Seals & Gaskets,39,100.2,3907.69,1941.56,1966.13,50.31,Wales,David Liang,Immediate,Completed,2024-03-19,20
2024-02-28,INV-11638,TechCore Manufacturing,Maintenance Kits,27,189.74,5122.85,3261.01,1861.84,36.34,South,Claire Morrison,Net 30,Completed,2024-03-13,14
2024-03-01,INV-11758,TechCore Manufacturing,Compressor Units,34,1254.14,42640.83,30238.85,12401.98,29.08,South,Emma Thornton,Net 30,Completed,2024-03-13,12
2024-03-01,INV-10305,BritOil Downstream Services,Industrial Pumps,108,320.94,34661.61,21371.73,13289.88,38.34,Sheffield,Raj Patel,Net 30,Completed,2024-03-04,3
2024-03-08,INV-11606,Pacific Offshore GmbH,Hydraulic Fittings,43,142.12,6110.96,3754.74,2356.22,38.56,Germany,Raj Patel,Net 30,Completed,2024-03-18,10
2024-03-12,PO-11355,Northgate Engineering Ltd,Industrial Pumps,41,553.49,22692.95,13322.97,9369.98,41.29,North,Emma Thornton,Net 60,Completed,2024-03-15,3
2024-03-13,SO-11973,Valor Industrial Partners,Compressor Units,18,1093.32,19679.73,13972.5,5707.23,29.0,North,Raj Patel,Net 60,Completed,2024-03-24,11
2024-03-14,PO-10181,Pacific Offshore GmbH,Industrial Pumps,40,320.12,12804.83,7764.42,5040.41,39.36,Germany,Raj Patel,Immediate,Completed,2024-04-03,20
2024-03-14,PO-10235,Northgate Engineering Ltd,Compressor Units,76,2161.9,164304.13,149554.41,14749.72,8.98,North,Claire Morrison,Net 45,Completed,2024-03-20,6
2024-03-18,SO-11997,Meridian Process Group,Industrial Pumps,8,589.66,4717.24,2845.04,1872.2,39.69,Wales,Emma Thornton,Immediate,Completed,2024-03-19,1
2024-03-19,PO-10619,TechCore Manufacturing,Maintenance Kits,7,276.97,1938.76,1145.54,793.22,40.91,South,James Whitfield,Net 60,Completed,2024-03-22,3
2024-03-20,PO-10935,Northgate Engineering Ltd,Seals & Gaskets,12,50.74,608.88,299.45,309.43,50.82,North,Sarah Okonkwo,Net 30,Completed,2024-03-21,1
2024-03-20,SO-11412,BritOil Downstream Services,Hydraulic Fittings,79,144.64,11426.77,10253.37,1173.4,10.27,Scotland,Emma Thornton,Net 30,Completed,2024-03-22,2
2024-03-21,INV-11893,Valor Industrial Partners,Maintenance Kits,32,314.84,10074.93,5808.6,4266.33,42.35,North,David Liang,Net 30,Completed,2024-03-30,9
2024-03-22,INV-11192,BritOil Downstream Services,Seals & Gaskets,91,82.2,7479.85,4396.95,3082.9,41.22,Scotland,James Whitfield,Immediate,Completed,2024-03-23,1
2024-03-22,PO-10069,Pacific Offshore GmbH,Valve Assemblies,13,246.24,3201.15,1933.6,1267.55,39.6,Germany,Raj Patel,Net 45,Completed,2024-03-23,1
2024-03-22,PO-11963,BritOil Downstream Services,Seals & Gaskets,78,115.52,9010.32,4381.57,4628.75,51.37,Scotland,Sarah Okonkwo,Net 60,Completed,2024-03-29,7
2024-03-22,PO-12019,Northgate Engineering Ltd,Valve Assemblies,83,169.33,14054.79,8578.25,5476.54,38.97,Cardiff,James Whitfield,Net 30,Completed,2024-04-10,19
2024-03-25,SO-10678,TechCore Manufacturing,Industrial Pumps,2,416.7,833.41,468.48,364.93,43.79,South,Raj Patel,Net 30,Completed,2024-04-14,20
2024-03-25,INV-11344,Northgate Engineering Ltd,Seals & Gaskets,108,123.47,13334.63,8135.19,5199.44,38.99,North,Claire Morrison,Net 30,Refunded,2024-04-13,19
2024-03-27,INV-11800,TechCore Manufacturing,Hydraulic Fittings,20,121.08,2421.69,1277.98,1143.71,47.23,Sheffield,Sarah Okonkwo,Net 45,Completed,2024-04-09,13
2024-03-28,INV-10622,BritOil Downstream Services,Seals & Gaskets,62,122.31,7583.11,4204.33,3378.78,44.56,Scotland,David Liang,Net 30,Refunded,2024-04-15,18
2024-03-29,PO-12053,Northgate Engineering Ltd,Hydraulic Fittings,114,192.63,21959.85,11925.66,10034.19,45.69,North,Claire Morrison,Net 45,Completed,2024-04-11,13
2024-04-01,SO-10021,Northgate Engineering Ltd,Compressor Units,63,2501.4,157588.17,94721.53,62866.64,39.89,North,Emma Thornton,Net 60,Refunded,2024-04-11,10
2024-04-01,PO-10680,Northgate Engineering Ltd,Industrial Pumps,50,349.31,17465.7,9810.88,7654.82,43.83,North,James Whitfield,Net 30,Completed,2024-04-12,11
2024-04-02,SO-10779,BritOil Downstream Services,Maintenance Kits,63,206.87,13032.65,11669.0,1363.65,10.46,Manchester,Emma Thornton,Immediate,Completed,2024-04-16,14
2024-04-02,PO-11523,BritOil Downstream Services,Industrial Pumps,37,719.76,26631.0,14764.92,11866.08,44.56,Scotland,David Liang,Immediate,Partially Returned,2024-04-07,5
2024-04-03,SO-10972,Pacific Offshore GmbH,Industrial Pumps,18,543.47,9782.37,5088.01,4694.36,47.99,Germany,Emma Thornton,Net 30,Refunded,2024-04-15,12
2024-04-05,PO-11148,Northgate Engineering Ltd,Seals & Gaskets,54,52.77,2849.42,1442.9,1406.52,49.36,North,Raj Patel,Net 45,Completed,2024-04-15,10
2024-04-05,PO-10251,BritOil Downstream Services,Industrial Pumps,100,519.22,51922.09,31531.75,20390.34,39.27,Scotland,Emma Thornton,Net 30,Completed,2024-04-19,14
2024-04-10,SO-10231,Apex Fluid Systems,Maintenance Kits,3,397.47,1192.4,802.51,389.89,32.7,Midlands,Emma Thornton,Net 45,Completed,2024-04-18,8
2024-04-10,SO-11008,Pacific Offshore GmbH,Compressor Units,21,2791.03,58611.67,35427.62,23184.05,39.56,Hamburg,Raj Patel,Net 45,Completed,2024-04-12,2
2024-04-12,PO-11481,TechCore Manufacturing,Hydraulic Fittings,10,99.13,991.32,541.75,449.57,45.35,Sheffield,David Liang,Net 30,Completed,2024-04-15,3
2024-04-15,PO-10406,Apex Fluid Systems,Industrial Pumps,28,575.96,16127.0,10021.82,6105.18,37.86,Midlands,Raj Patel,Net 45,Refunded,2024-04-20,5
2024-04-17,PO-11949,Apex Fluid Systems,Industrial Pumps,43,580.9,24978.85,14496.92,10481.93,41.96,Midlands,James Whitfield,Net 60,Completed,2024-04-20,3
2024-04-17,INV-11476,Northgate Engineering Ltd,Hydraulic Fittings,47,69.84,3282.64,1645.2,1637.44,49.88,North,Sarah Okonkwo,Net 45,Completed,2024-04-24,7
2024-04-18,INV-10471,Northgate Engineering Ltd,Seals & Gaskets,101,180.77,18258.05,10315.92,7942.13,43.5,Aberdeen,Claire Morrison,Net 60,Completed,2024-04-19,1
2024-04-19,INV-11931,Northgate Engineering Ltd,Maintenance Kits,96,316.67,30400.31,18312.09,12088.22,39.76,North,Sarah Okonkwo,Net 60,Completed,2024-04-22,3
2024-04-22,SO-11977,TechCore Manufacturing,Industrial Pumps,15,577.42,8661.25,5401.87,3259.38,37.63,Hamburg,Emma Thornton,Immediate,Completed,2024-04-23,1
2024-04-22,PO-10093,Northgate Engineering Ltd,Industrial Pumps,68,436.08,29653.41,16537.31,13116.1,44.23,North,David Liang,Net 30,Completed,2024-04-25,3
2024-04-23,SO-10544,Northgate Engineering Ltd,Industrial Pumps,116,646.01,74937.58,43663.94,31273.64,41.73,Hamburg,Emma Thornton,Net 60,Completed,2024-04-25,2
2024-04-23,SO-10740,Northgate Engineering Ltd,Industrial Pumps,80,343.81,27504.52,14800.96,12703.56,46.19,North,James Whitfield,Net 30,Completed,2024-04-28,5
2024-04-26,INV-10400,BritOil Downstream Services,Maintenance Kits,50,211.04,10551.83,6866.53,3685.3,34.93,Inverness,Emma Thornton,Net 30,Partially Returned,2024-05-06,10
2024-04-29,SO-10521,Northgate Engineering Ltd,Industrial Pumps,89,540.65,48117.74,27285.35,20832.39,43.29,North,David Liang,Net 30,Completed,2024-04-30,1
2024-04-29,SO-10627,Apex Fluid Systems,Industrial Pumps,25,476.91,11922.64,6981.21,4941.43,41.45,Midlands,Sarah Okonkwo,Net 30,Completed,2024-05-19,20
2024-05-01,PO-11575,Northgate Engineering Ltd,Seals & Gaskets,98,169.95,16654.87,8797.64,7857.23,47.18,North,Emma Thornton,Immediate,Refunded,2024-05-08,7
2024-05-02,PO-11006,BritOil Downstream Services,Industrial Pumps,80,412.78,33022.44,20027.82,12994.62,39.35,Scotland,Emma Thornton,Net 30,Completed,2024-05-11,9
